jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,tanf-f-usc-601,federal,federal statute,EXTRACTABLE,,,no,42 U.S.C. 601 Purpose of Title IV-A; no individual entitlement: not in any us/statute scope; uscode.house.gov publishes title 42 (the corpus already takes USC titles from it); inherited by all 51 jurisdictions
us,tanf-f-usc-602,federal,federal statute,EXTRACTABLE,,,no,"42 U.S.C. 602 Eligible States; State plan contents (602(a)(1)-(7)), certifications, public comment, 3-year renewal: not in any us/statute scope; uscode.house.gov publishes title 42 (the corpus already takes USC titles from it); inherited by all 51 jurisdictions"
us-sc,tanf-s26,state,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-140,no,heading='Page 140' | 11 body matches | A change in the manner or form of payment to a protective payment 1. Timely Notice A timely notice is a notice which must be mailed at least 10 days bef
us-sc,tanf-s27,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-260,no,"heading='Page 260' | 12 body matches | __________________________________________________________ 260 If an underpayment occurred in a previous eligibility period, it can be corrected by Eco"
us-sc,tanf-s28,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-80,no,"heading='Page 80' | 8 body matches | rbal response to the question “Are you or anyone who lives with you a fleeing felon or probation/parole violator” is “yes”, the Agency will contact the N"
us-sc,tanf-s29,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-154,no,heading='Page 154' | 7 body matches | ent for merchandise or a service at any of the following locations: ➢ Liquor Stores – this means any retail establishment that primarily sells intoxicati
us-sc,tanf-s30,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-361,no,"heading='Page 361' | 10 body matches | Manual Section 19.16, #3 has been revised to remove any reference to Transitional Support Services (TSS), as transitional clients will now only be eligible for"
us-sc,tanf-s31,state,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-72,yes,"heading='Page 72' | 6 body matches | ing an Affidavit of Support (I-864). If there are joint sponsors, the deemed income and resources of all sponsors would be counted for the non-citizen."
us-sc,tanf-s32,federal_with_state_option,state TANF plan (state-published,REVIEW,,,no,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
us-sd,tanf-s01,federal_with_state_option,state regulation/manual (assistance unit chapter),PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/01/16/block-1,partial,heading='Rule 67:10:01:16 Assistance unit ineligible after 60 months.' | heading match | Rule 67:10:01:16 Assistance unit ineligible after 60 months.
us-sd,tanf-s02,federal_with_state_option,state regulation/manual,REVIEW,,,yes,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/01/01/block-1 ('s in the home and has the actual care and control of the child; (5) ""Dependent child,"" a child who has not attained 18 y'), not enough for PRESENT; no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-sd,tanf-s03,federal_with_state_option,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/01/11/block-1,no,heading='Rule 67:10:01:11 Temporary absence of child -- Caretaker relative required to no' | heading match | Rule 67:10:01:11 Temporary absence of child -- Caretaker relative required to notify department.
us-sd,tanf-s04,federal_with_state_option,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/01/08/block-1,partial,heading='Rule 67:10:01:08 Assistance for qualified alien.' | heading match | Rule 67:10:01:08 Assistance for qualified alien.
us-sd,tanf-s05,state,state regulation/manual,REVIEW,,,yes,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/03/02/block-1 ('unds or BIA general assistance funds which duplicate a portion of the need standard; and (9) Child support and alimony p'), not enough for PRESENT; no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-sd,tanf-s06,state,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/05/02/block-1,yes,heading='ARSD 67:10:05:02 Computing amount of assistance grant -- Limitation.' | heading match | ARSD 67:10:05:02 Computing amount of assistance grant -- Limitation.
us-sd,tanf-s07,state,state regulation/manual,REVIEW,,,yes,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-sd,tanf-s08,state,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/03/05/block-1,yes,heading='Rule 67:10:03:05 Standard earned income deduction.' | heading match | Rule 67:10:03:05 Standard earned income deduction.
us-sd,tanf-s09,federal_with_state_option,state regulation/manual,REVIEW,,,partial,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/01/27/block-1 ('ction or elimination of assistance for noncooperation in establishing paternity or obtaining child support, Pub. L. No. '), not enough for PRESENT; no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-sd,tanf-s10,state,state regulation/manual,REVIEW,,,yes,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/03/03/block-1 ('the participant from the work program for child care, transportation, work-related expenses, or work-related support ser'), not enough for PRESENT; no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-sd,tanf-s11,federal_with_state_option,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/04/03/block-1,yes,heading='Rule 67:10:04:03 Maximum resource limit.' | heading match | Rule 67:10:04:03 Maximum resource limit.
us-sd,tanf-s12,state,state regulation/manual,REVIEW,,,partial,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-sd,tanf-s13,state,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/03/10/block-1,yes,"heading='Rule 67:10:03:10 Periodic and lease income considered.' | 2 body matches | ate of the continuing eligibility determination, the department shall prorate for the current fiscal year the lease income received in the previous"
us-sd,tanf-s14,federal_with_state_option,state regulation/manual,REVIEW,,,no,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/06/13/block-1 ('ombined work and education activity. For purposes of calculating the 24-month limit established in SDCL 28-7A-20 , the d'), not enough for PRESENT; no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-sd,tanf-s15,federal_with_state_option,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/06/05/block-1,partial,heading='Rule 67:10:06:05 Work activities.' | heading match | Rule 67:10:06:05 Work activities.
us-sd,tanf-s16,federal_with_state_option,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/06/13/block-1,no,heading='Rule 67:10:06:13 Work activities -- Vocational educational training.' | heading match | Rule 67:10:06:13 Work activities -- Vocational educational training.
us-sd,tanf-s17,federal_with_state_option,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/01/27/block-1,partial,heading='Rule 67:10:01:27 Good cause for refusing to cooperate.' | heading match | Rule 67:10:01:27 Good cause for refusing to cooperate.
us-sd,tanf-s18,federal_with_state_option,state regulation/manual,REVIEW,,,no,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/06/25/block-1 ('occur: (1) The individual is a single custodial parent caring for a child under six years of age and is able to prove th'), not enough for PRESENT; no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-sd,tanf-s19,federal_with_state_option,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/06/02/block-1,no,heading='Rule 67:10:06:02 Personal responsibility plan.' | heading match | Rule 67:10:06:02 Personal responsibility plan.
us-sd,tanf-s20,federal_with_state_option,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/03/07/block-1,partial,heading='Rule 67:10:03:07 Consideration of income of parent of minor parent.' | heading match | Rule 67:10:03:07 Consideration of income of parent of minor parent.
us-sd,tanf-s21,federal_with_state_option,state regulation/manual,REVIEW,,,no,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-sd,tanf-s22,federal_with_state_option,state regulation/manual,REVIEW,,,partial,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-sd,tanf-s23,state,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/04/05/block-1,no,heading='Rule 67:10:04:05 Individual temporarily absent from home -- Conditions for exclu' | heading match | Rule 67:10:04:05 Individual temporarily absent from home -- Conditions for exclusion.
us-sd,tanf-s24,federal_with_state_option,state regulation/manual,REVIEW,,,no,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/06/08/block-1 ('until family support services are available; (3) The individual is a victim of domestic violence; (4) The individual is '), not enough for PRESENT; no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-sd,tanf-s25,federal_with_state_option,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/01/34/block-1,no,heading='Rule 67:10:01:34 Biannual redetermination of good cause -- Notice of rescindment' | heading match | Rule 67:10:01:34 Biannual redetermination of good cause -- Notice of rescindment.
us-sd,tanf-s26,state,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/07/14/block-1,no,heading='Rule 67:10:07:14 Fair hearing.' | heading match | Rule 67:10:07:14 Fair hearing.
us-sd,tanf-s27,federal_with_state_option,state regulation/manual,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/05/12/block-1,no,heading='Rule 67:10:05:12 Recovery of overpayments from assistance unit.' | heading match | Rule 67:10:05:12 Recovery of overpayments from assistance unit.
