jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,C-ST-1397aa,federal_only,federal statute (uscode.house.gov),PRESENT,2026-07-19-rulespec-title-42-consolidated,us/statute/42/1397aa,no,federal statute text held (42 U.S.C. 1397aa)
us-wv,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-07-21-wv-income-maintenance-manual,us-wv/manual/bfa/income-maintenance-manual/page-25,no,"weak (candidate) pattern matched; /privacy|confidential/: 'ligation to provide each applicant with a copy of Notice of Privacy Practices (NOPP) and notify the client of the eligibility decision within the appr' (candidate, needs reading)"
us-wy,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,publisher block recorded in the chip queue row (blocked_primary_source); searched 0 provisions in Wyoming's program and pointer scopes: Blocked. Wyoming's separate CHIP (Kid Care CHIP) eligibility rules are Department of Health rules filed with the Secretary of State at rules.wyo.gov (agency 048): the site answers HTTP 200 but its age
us,C-457-1120,state,federal regulation (eCFR),PRESENT,2026-07-13-recovery-r2026-07-17-dedup,us/regulation/42/457/1120,no,federal regulation text held (42 CFR 457.1120)
us-ak,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ak/manual/dpa/magi-medicaid/804-right-to-fair-hearing/block-1,no,strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: '804 Right To Fair Hearing'
us-al,C-457-1120,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 4 provisions in Alabama's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-ar,C-457-1120,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 561 provisions in Arkansas's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: other_program_manual_pdf (11 of 11 not taken); index https://humanservices.arkansas.gov/divisions-shared-services/county-operations/division-policies/
us-az,C-457-1120,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 3969 provisions in Arizona's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: toc_repeat_of_listed_topic (1632 of 1632 not taken); index https://epm.azahcccs.gov/EligibilityPolicyManual/index.html
us-ca,C-457-1120,state,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,publisher block recorded in the chip queue row (blocked_primary_source); searched 0 provisions in California's program and pointer scopes: Blocked. California's CHIP is Title XXI-funded Medi-Cal for children (Optional Targeted Low-Income Children) plus MCAP and county CCHIP; the eligibility manual is the DHCS Medi-Cal Eligibility Procedu
us-co,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-co/regulation/10-ccr-2505-3/600,no,strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: '600 APPEALS PROCESS'
us-ct,C-457-1120,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 1635 provisions in Connecticut's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-dc,C-457-1120,state,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,"publisher block recorded in the chip queue row (blocked_primary_source); searched 23 provisions in District of Columbia's program and pointer scopes: Blocked. DC's CHIP (DC Healthy Families) is Medicaid-expansion coverage governed by 29 DCMR Chapter 95 Medicaid Eligibility, published by the Office of Documents at dcregs.dc.gov: the chapter list (19"
us-de,C-457-1120,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 146 provisions in Delaware's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-fl,C-457-1120,state,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,"publisher block recorded in the chip queue row (blocked_primary_source); searched 1059 provisions in Florida's program and pointer scopes: Blocked. The Title XXI agency page https://ahca.myflorida.com/medicaid/florida-kidcare returns HTTP 403 (Cloudflare 'Attention Required!') to a plain client, to a curl client and to the chrome120 brow"
us-ga,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ga/manual/dfcs/medicaid/appendix-b-hearings/block-14,no,strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: 'althy Babies® (P4HB) administrative eligibility reviews and fair hearings. The RSM Group will follow the procedures below: Step 1 Requests for Admini'
us-hi,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-hi/regulation/har/17/1715/page-2,no,"strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: '2 General requirements. The confidentiality, administrative appeal, fraud, medical assistance recovery, application processing, eligibility review, an'"
us-ia,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ia/manual/hhs/chip/employees-manual-5-e/page-11,no,"strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: 'resenting the Department at administrative hearings when an appeal challenging the decision of the TPA is filed. ♦ Collection of enrollee premiums, in'"
us-id,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-id/regulation/idapa/16/03/01/100,no,"strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: 'artment. (7-1-24) 02. Right to Hearing. Any participant can request a hearing to contest a Department decision under IDAPA 62.01.01, “Idaho Rules of A'"
us-il,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained,us-il/manual/dhs/csmm/12700/block-1,no,strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: 'PM 01-07-00: Appeal Rights and Fair Hearings'
us-in,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-in/manual/fssa/chip/ihcppm-chapter-3000/3005.10.00,no,strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: 'ablished by an Administrative Law Judge as the result of an appeal; • The above standards were not adjusted effective 1/1/10 through 1/1/11 as usual b'
us-ks,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ks/manual/kdhe/medicaid/mkeesm-1000-1600-1610-request-for-a-hearing/block-13,no,strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: '1614.8 Federally Facilitated Exchange (FFE) Fair Hearing'
us-ky,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ky/regulation/kar/907/004/020/block-1,no,"strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: 'ility criteria, covered services, application requirements, grievance and appeal rights for recipients, and the requirements for providers who wish to'"
us-la,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/a-100/page-3,no,"strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: 's Aid, Relief, and Economic Security Act CAU – Centralized Appeals Unit CC – Children’s Choice Waiver CCN - Card Control Number CCW – Community Ch'"
us-ma,C-457-1120,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 283 provisions in Massachusetts's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-md,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-300/page-23,no,"strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: 'y and adequate written notification, and the opportunity to request a hearing. A foster care child who is in the E03 State-only category because the M'"
us-me,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-me/regulation/dhhs/ofi/chapter-332/part-5/section-9,no,"strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: 'decisions, and an explanation of the individual's right to request a hearing. Adverse Action Notices In situations when the intended action is to d'"
us-mi,C-457-1120,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 2114 provisions in Michigan's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-mn,C-457-1120,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 2416 provisions in Minnesota's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: epm_ma_fca_topic (23 listed in the index; the run took 2 documents in all); index https://hcopub.dhs.state.mn.us/epm/2_2.htm
us-mo,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mo/manual/dss/medicaid/magi/1840-000-00/1840-030-00/1840-030-20/block-1,no,strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: 'ay. Both Closing Letters give the participant the right to appeal the decision for ninety (90) days. MHD will automatically stop coverage upon notif'
us-ms,C-457-1120,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ms/manual/dom/chip/epm-chapter-101/101.04.02,no,"strong pattern /review process|appeal|fair hearing|grievance|reque/ matched: 'l that the decision is not an official denial and cannot be appealed. If an official denial notice is required, an application must be filed, and a de'"
us-mt,C-457-1120,state,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,"publisher block recorded in the chip queue row (blocked_primary_source); searched 361 provisions in Montana's program and pointer scopes: Blocked. Montana's CHIP (Healthy Montana Kids) eligibility rule is ARM 37.79, published by the Secretary of State at rules.mt.gov. The site (plain client HTTP 200) is now the Esper 'policy-library-pub"
us-nc,C-457-1120,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 2360 provisions in North Carolina's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: abd_administrative_letters (117 of 117 not taken); abd_change_notices (126 of 126 not taken); fcm_administrative_letters (118 of 118 not taken); fcm_change_notices (81 of 81 not taken); dhb_forms (400; index https://policies.ncdhhs.gov/divisional-a-m/health-benefits-nc-medicaid/
